start_time,away_team,away_team_score,home_team,home_team_score
2024-11-27 03:00:00+00:00,LOS ANGELES LAKERS,100,PHOENIX SUNS,127
2024-11-28 00:00:00+00:00,MIAMI HEAT,98,CHARLOTTE HORNETS,94
2024-11-28 00:00:00+00:00,ATLANTA HAWKS,135,CLEVELAND CAVALIERS,124
2024-11-28 00:00:00+00:00,PORTLAND TRAIL BLAZERS,114,INDIANA PACERS,121
2024-11-28 00:00:00+00:00,CHICAGO BULLS,119,ORLANDO MAGIC,133
2024-11-28 00:00:00+00:00,HOUSTON ROCKETS,122,PHILADELPHIA 76ERS,115
2024-11-28 00:00:00+00:00,LOS ANGELES CLIPPERS,121,WASHINGTON WIZARDS,96
2024-11-28 00:30:00+00:00,NEW YORK KNICKS,114,DALLAS MAVERICKS,129
2024-11-28 01:00:00+00:00,DETROIT PISTONS,111,MEMPHIS GRIZZLIES,131
2024-11-28 01:00:00+00:00,SACRAMENTO KINGS,115,MINNESOTA TIMBERWOLVES,104
2024-11-28 01:00:00+00:00,TORONTO RAPTORS,119,NEW ORLEANS PELICANS,93
2024-11-28 01:30:00+00:00,LOS ANGELES LAKERS,119,SAN ANTONIO SPURS,101
2024-11-28 02:00:00+00:00,BROOKLYN NETS,127,PHOENIX SUNS,117
2024-11-28 02:00:00+00:00,DENVER NUGGETS,122,UTAH JAZZ,103
2024-11-28 03:00:00+00:00,OKLAHOMA CITY THUNDER,105,GOLDEN STATE WARRIORS,101
2024-11-29 17:00:00+00:00,NEW YORK KNICKS,99,CHARLOTTE HORNETS,98
2024-11-29 19:30:00+00:00,CLEVELAND CAVALIERS,101,ATLANTA HAWKS,117
2024-11-29 22:00:00+00:00,NEW ORLEANS PELICANS,109,MEMPHIS GRIZZLIES,120
2024-11-30 00:30:00+00:00,ORLANDO MAGIC,123,BROOKLYN NETS,100
2024-11-30 00:30:00+00:00,LOS ANGELES CLIPPERS,92,MINNESOTA TIMBERWOLVES,93
2024-11-30 01:00:00+00:00,BOSTON CELTICS,138,CHICAGO BULLS,129
2024-11-30 01:00:00+00:00,DETROIT PISTONS,130,INDIANA PACERS,106
2024-11-30 01:00:00+00:00,TORONTO RAPTORS,111,MIAMI HEAT,121
2024-11-30 03:00:00+00:00,OKLAHOMA CITY THUNDER,101,LOS ANGELES LAKERS,93
2024-11-30 03:00:00+00:00,SACRAMENTO KINGS,106,PORTLAND TRAIL BLAZERS,115
2024-11-30 23:00:00+00:00,ATLANTA HAWKS,107,CHARLOTTE HORNETS,104
2024-12-01 00:00:00+00:00,PHILADELPHIA 76ERS,111,DETROIT PISTONS,96
2024-12-01 01:00:00+00:00,WASHINGTON WIZARDS,114,MILWAUKEE BUCKS,124
2024-12-01 02:00:00+00:00,GOLDEN STATE WARRIORS,105,PHOENIX SUNS,113
2024-12-01 02:30:00+00:00,DALLAS MAVERICKS,106,UTAH JAZZ,94
2024-12-01 20:30:00+00:00,ORLANDO MAGIC,100,BROOKLYN NETS,92
2024-12-01 20:30:00+00:00,INDIANA PACERS,121,MEMPHIS GRIZZLIES,136
2024-12-01 23:00:00+00:00,BOSTON CELTICS,111,CLEVELAND CAVALIERS,115
2024-12-01 23:00:00+00:00,NEW ORLEANS PELICANS,85,NEW YORK KNICKS,118
2024-12-01 23:00:00+00:00,MIAMI HEAT,116,TORONTO RAPTORS,119
2024-12-02 00:00:00+00:00,OKLAHOMA CITY THUNDER,116,HOUSTON ROCKETS,119
2024-12-02 01:00:00+00:00,LOS ANGELES LAKERS,105,UTAH JAZZ,104
2024-12-02 02:00:00+00:00,DALLAS MAVERICKS,137,PORTLAND TRAIL BLAZERS,131
2024-12-02 02:00:00+00:00,SAN ANTONIO SPURS,127,SACRAMENTO KINGS,125
2024-12-02 03:00:00+00:00,DENVER NUGGETS,122,LOS ANGELES CLIPPERS,126
2024-12-03 00:30:00+00:00,NEW ORLEANS PELICANS,112,ATLANTA HAWKS,124
2024-12-03 00:30:00+00:00,MIAMI HEAT,89,BOSTON CELTICS,108
2024-12-03 01:00:00+00:00,BROOKLYN NETS,102,CHICAGO BULLS,128
2024-12-03 01:00:00+00:00,LOS ANGELES LAKERS,80,MINNESOTA TIMBERWOLVES,109
2024-12-04 00:00:00+00:00,PHILADELPHIA 76ERS,110,CHARLOTTE HORNETS,104
2024-12-04 00:00:00+00:00,WASHINGTON WIZARDS,87,CLEVELAND CAVALIERS,118
2024-12-04 00:00:00+00:00,MILWAUKEE BUCKS,128,DETROIT PISTONS,107
2024-12-04 00:30:00+00:00,ORLANDO MAGIC,106,NEW YORK KNICKS,121
2024-12-04 00:30:00+00:00,INDIANA PACERS,111,TORONTO RAPTORS,122
2024-12-04 01:00:00+00:00,UTAH JAZZ,106,OKLAHOMA CITY THUNDER,133
2024-12-04 01:30:00+00:00,MEMPHIS GRIZZLIES,116,DALLAS MAVERICKS,121
2024-12-04 02:00:00+00:00,SAN ANTONIO SPURS,93,PHOENIX SUNS,104
2024-12-04 03:00:00+00:00,GOLDEN STATE WARRIORS,115,DENVER NUGGETS,119
2024-12-04 03:00:00+00:00,HOUSTON ROCKETS,111,SACRAMENTO KINGS,120
2024-12-04 03:30:00+00:00,PORTLAND TRAIL BLAZERS,105,LOS ANGELES CLIPPERS,127
2024-12-05 00:30:00+00:00,DETROIT PISTONS,120,BOSTON CELTICS,130
2024-12-05 00:30:00+00:00,INDIANA PACERS,90,BROOKLYN NETS,99
2024-12-05 00:30:00+00:00,LOS ANGELES LAKERS,93,MIAMI HEAT,134
2024-12-05 00:30:00+00:00,ORLANDO MAGIC,106,PHILADELPHIA 76ERS,102
2024-12-05 01:00:00+00:00,ATLANTA HAWKS,119,MILWAUKEE BUCKS,104
2024-12-05 03:30:00+00:00,MINNESOTA TIMBERWOLVES,108,LOS ANGELES CLIPPERS,80
2024-12-06 00:00:00+00:00,DENVER NUGGETS,114,CLEVELAND CAVALIERS,126
2024-12-06 00:00:00+00:00,DALLAS MAVERICKS,137,WASHINGTON WIZARDS,101
2024-12-06 00:30:00+00:00,CHARLOTTE HORNETS,101,NEW YORK KNICKS,125
2024-12-06 00:30:00+00:00,OKLAHOMA CITY THUNDER,129,TORONTO RAPTORS,92
2024-12-06 01:00:00+00:00,SACRAMENTO KINGS,110,MEMPHIS GRIZZLIES,115
2024-12-06 01:00:00+00:00,PHOENIX SUNS,124,NEW ORLEANS PELICANS,126
2024-12-06 01:00:00+00:00,CHICAGO BULLS,139,SAN ANTONIO SPURS,124
2024-12-06 03:00:00+00:00,HOUSTON ROCKETS,93,GOLDEN STATE WARRIORS,99
2024-12-07 00:00:00+00:00,ORLANDO MAGIC,94,PHILADELPHIA 76ERS,102
2024-12-07 00:30:00+00:00,LOS ANGELES LAKERS,132,ATLANTA HAWKS,134
2024-12-07 00:30:00+00:00,MILWAUKEE BUCKS,105,BOSTON CELTICS,111
2024-12-07 01:00:00+00:00,INDIANA PACERS,132,CHICAGO BULLS,123
2024-12-07 01:00:00+00:00,SACRAMENTO KINGS,140,SAN ANTONIO SPURS,113
2024-12-07 03:00:00+00:00,MINNESOTA TIMBERWOLVES,107,GOLDEN STATE WARRIORS,90
2024-12-07 03:00:00+00:00,UTAH JAZZ,141,PORTLAND TRAIL BLAZERS,99
2024-12-07 18:00:00+00:00,CLEVELAND CAVALIERS,116,CHARLOTTE HORNETS,102
2024-12-08 00:00:00+00:00,OKLAHOMA CITY THUNDER,119,NEW ORLEANS PELICANS,109
2024-12-08 00:00:00+00:00,DENVER NUGGETS,113,WASHINGTON WIZARDS,122
2024-12-08 00:30:00+00:00,DETROIT PISTONS,120,NEW YORK KNICKS,111
2024-12-08 00:30:00+00:00,DALLAS MAVERICKS,125,TORONTO RAPTORS,118
2024-12-08 01:00:00+00:00,MEMPHIS GRIZZLIES,127,BOSTON CELTICS,121
2024-12-08 01:00:00+00:00,PHOENIX SUNS,111,MIAMI HEAT,121
2024-12-08 18:00:00+00:00,PHILADELPHIA 76ERS,108,CHICAGO BULLS,100
2024-12-08 20:30:00+00:00,MILWAUKEE BUCKS,118,BROOKLYN NETS,113
2024-12-08 22:00:00+00:00,CHARLOTTE HORNETS,113,INDIANA PACERS,109
2024-12-08 23:00:00+00:00,DENVER NUGGETS,141,ATLANTA HAWKS,111
2024-12-08 23:00:00+00:00,CLEVELAND CAVALIERS,113,MIAMI HEAT,122
2024-12-08 23:30:00+00:00,PHOENIX SUNS,110,ORLANDO MAGIC,115
2024-12-09 00:00:00+00:00,NEW ORLEANS PELICANS,116,SAN ANTONIO SPURS,121
2024-12-09 00:00:00+00:00,MEMPHIS GRIZZLIES,140,WASHINGTON WIZARDS,112
2024-12-09 01:30:00+00:00,MINNESOTA TIMBERWOLVES,106,GOLDEN STATE WARRIORS,114
2024-12-09 02:00:00+00:00,HOUSTON ROCKETS,117,LOS ANGELES CLIPPERS,106
2024-12-09 02:00:00+00:00,UTAH JAZZ,97,SACRAMENTO KINGS,141
2024-12-09 02:30:00+00:00,PORTLAND TRAIL BLAZERS,98,LOS ANGELES LAKERS,107
2024-12-10 00:30:00+00:00,NEW YORK KNICKS,113,TORONTO RAPTORS,108
2024-12-11 00:00:00+00:00,ORLANDO MAGIC,109,MILWAUKEE BUCKS,114
2024-12-11 02:30:00+00:00,DALLAS MAVERICKS,104,OKLAHOMA CITY THUNDER,118
2024-12-12 00:00:00+00:00,ATLANTA HAWKS,108,NEW YORK KNICKS,100
2024-12-12 02:30:00+00:00,GOLDEN STATE WARRIORS,90,HOUSTON ROCKETS,91
2024-12-13 00:30:00+00:00,DETROIT PISTONS,99,BOSTON CELTICS,123
2024-12-13 00:30:00+00:00,TORONTO RAPTORS,104,MIAMI HEAT,114
2024-12-13 01:00:00+00:00,SACRAMENTO KINGS,111,NEW ORLEANS PELICANS,109
2024-12-14 00:00:00+00:00,WASHINGTON WIZARDS,105,CLEVELAND CAVALIERS,115
2024-12-14 00:00:00+00:00,INDIANA PACERS,121,PHILADELPHIA 76ERS,107
2024-12-14 01:00:00+00:00,CHARLOTTE HORNETS,95,CHICAGO BULLS,109
2024-12-14 01:00:00+00:00,BROOKLYN NETS,119,MEMPHIS GRIZZLIES,135
2024-12-14 01:00:00+00:00,LOS ANGELES LAKERS,87,MINNESOTA TIMBERWOLVES,97
2024-12-14 02:00:00+00:00,LOS ANGELES CLIPPERS,98,DENVER NUGGETS,120
2024-12-14 02:30:00+00:00,PHOENIX SUNS,134,UTAH JAZZ,126
2024-12-14 03:00:00+00:00,SAN ANTONIO SPURS,118,PORTLAND TRAIL BLAZERS,116
2024-12-14 21:30:00+00:00,ATLANTA HAWKS,102,MILWAUKEE BUCKS,110
2024-12-15 01:30:00+00:00,HOUSTON ROCKETS,96,OKLAHOMA CITY THUNDER,111
2024-12-15 22:00:00+00:00,NEW ORLEANS PELICANS,104,INDIANA PACERS,119
2024-12-15 23:00:00+00:00,NEW YORK KNICKS,100,ORLANDO MAGIC,91
2024-12-15 23:00:00+00:00,BOSTON CELTICS,112,WASHINGTON WIZARDS,98
2024-12-16 00:00:00+00:00,MINNESOTA TIMBERWOLVES,106,SAN ANTONIO SPURS,92
2024-12-16 01:00:00+00:00,PORTLAND TRAIL BLAZERS,109,PHOENIX SUNS,116
2024-12-16 01:30:00+00:00,DALLAS MAVERICKS,143,GOLDEN STATE WARRIORS,133
2024-12-16 02:30:00+00:00,MEMPHIS GRIZZLIES,110,LOS ANGELES LAKERS,116
2024-12-17 00:00:00+00:00,PHILADELPHIA 76ERS,121,CHARLOTTE HORNETS,108
2024-12-17 00:00:00+00:00,MIAMI HEAT,124,DETROIT PISTONS,125
2024-12-17 00:30:00+00:00,CLEVELAND CAVALIERS,130,BROOKLYN NETS,101
2024-12-17 00:30:00+00:00,CHICAGO BULLS,122,TORONTO RAPTORS,121
2024-12-17 03:00:00+00:00,DENVER NUGGETS,130,SACRAMENTO KINGS,129
2024-12-17 03:30:00+00:00,UTAH JAZZ,107,LOS ANGELES CLIPPERS,144
2024-12-18 01:30:00+00:00,MILWAUKEE BUCKS,97,OKLAHOMA CITY THUNDER,81
2024-12-20 00:00:00+00:00,UTAH JAZZ,126,DETROIT PISTONS,119
2024-12-20 00:00:00+00:00,OKLAHOMA CITY THUNDER,105,ORLANDO MAGIC,99
2024-12-20 00:00:00+00:00,CHARLOTTE HORNETS,114,WASHINGTON WIZARDS,123
2024-12-20 00:30:00+00:00,CHICAGO BULLS,117,BOSTON CELTICS,108
2024-12-20 00:30:00+00:00,BROOKLYN NETS,101,TORONTO RAPTORS,94
2024-12-20 01:00:00+00:00,NEW ORLEANS PELICANS,113,HOUSTON ROCKETS,133
2024-12-20 01:00:00+00:00,GOLDEN STATE WARRIORS,93,MEMPHIS GRIZZLIES,144
2024-12-20 01:00:00+00:00,ATLANTA HAWKS,126,SAN ANTONIO SPURS,133
2024-12-20 01:30:00+00:00,LOS ANGELES CLIPPERS,118,DALLAS MAVERICKS,95
2024-12-20 02:00:00+00:00,INDIANA PACERS,120,PHOENIX SUNS,111
2024-12-20 02:30:00+00:00,NEW YORK KNICKS,133,MINNESOTA TIMBERWOLVES,107
2024-12-20 03:00:00+00:00,DENVER NUGGETS,124,PORTLAND TRAIL BLAZERS,126
2024-12-20 03:00:00+00:00,LOS ANGELES LAKERS,113,SACRAMENTO KINGS,100
2024-12-21 00:00:00+00:00,CHARLOTTE HORNETS,98,PHILADELPHIA 76ERS,108
2024-12-21 00:30:00+00:00,MILWAUKEE BUCKS,101,CLEVELAND CAVALIERS,124
2024-12-21 01:00:00+00:00,OKLAHOMA CITY THUNDER,104,MIAMI HEAT,97
2024-12-21 23:00:00+00:00,LOS ANGELES LAKERS,103,SACRAMENTO KINGS,99
2024-12-22 00:00:00+00:00,MIAMI HEAT,114,ORLANDO MAGIC,121
2024-12-22 00:30:00+00:00,MEMPHIS GRIZZLIES,128,ATLANTA HAWKS,112
2024-12-22 00:30:00+00:00,UTAH JAZZ,105,BROOKLYN NETS,94
2024-12-22 01:00:00+00:00,BOSTON CELTICS,123,CHICAGO BULLS,98
2024-12-22 01:00:00+00:00,PHILADELPHIA 76ERS,99,CLEVELAND CAVALIERS,126
2024-12-22 01:00:00+00:00,WASHINGTON WIZARDS,101,MILWAUKEE BUCKS,112
2024-12-22 01:00:00+00:00,GOLDEN STATE WARRIORS,113,MINNESOTA TIMBERWOLVES,103
2024-12-22 01:00:00+00:00,NEW YORK KNICKS,104,NEW ORLEANS PELICANS,93
2024-12-22 01:30:00+00:00,LOS ANGELES CLIPPERS,97,DALLAS MAVERICKS,113
2024-12-22 01:30:00+00:00,PORTLAND TRAIL BLAZERS,94,SAN ANTONIO SPURS,114
2024-12-22 02:00:00+00:00,DETROIT PISTONS,133,PHOENIX SUNS,125
2024-12-22 23:00:00+00:00,INDIANA PACERS,122,SACRAMENTO KINGS,95
2024-12-22 23:00:00+00:00,HOUSTON ROCKETS,114,TORONTO RAPTORS,110
2024-12-23 00:00:00+00:00,DENVER NUGGETS,132,NEW ORLEANS PELICANS,129
2024-12-24 00:00:00+00:00,HOUSTON ROCKETS,114,CHARLOTTE HORNETS,101
2024-12-24 00:00:00+00:00,UTAH JAZZ,113,CLEVELAND CAVALIERS,124
2024-12-24 00:00:00+00:00,BOSTON CELTICS,104,ORLANDO MAGIC,108
2024-12-24 00:00:00+00:00,SAN ANTONIO SPURS,106,PHILADELPHIA 76ERS,111
2024-12-24 00:30:00+00:00,MINNESOTA TIMBERWOLVES,104,ATLANTA HAWKS,117
2024-12-24 00:30:00+00:00,BROOKLYN NETS,95,MIAMI HEAT,110
2024-12-24 00:30:00+00:00,TORONTO RAPTORS,125,NEW YORK KNICKS,139
2024-12-24 01:00:00+00:00,MILWAUKEE BUCKS,112,CHICAGO BULLS,91
2024-12-24 01:00:00+00:00,LOS ANGELES CLIPPERS,114,MEMPHIS GRIZZLIES,110
2024-12-24 01:00:00+00:00,WASHINGTON WIZARDS,105,OKLAHOMA CITY THUNDER,123
2024-12-24 01:30:00+00:00,PORTLAND TRAIL BLAZERS,108,DALLAS MAVERICKS,132
2024-12-24 03:00:00+00:00,PHOENIX SUNS,90,DENVER NUGGETS,117
2024-12-24 03:00:00+00:00,INDIANA PACERS,111,GOLDEN STATE WARRIORS,105
2024-12-24 03:30:00+00:00,DETROIT PISTONS,117,LOS ANGELES LAKERS,114
2024-12-25 17:00:00+00:00,SAN ANTONIO SPURS,114,NEW YORK KNICKS,117
2024-12-25 19:30:00+00:00,MINNESOTA TIMBERWOLVES,105,DALLAS MAVERICKS,99
2024-12-25 22:00:00+00:00,PHILADELPHIA 76ERS,118,BOSTON CELTICS,114
2024-12-26 01:00:00+00:00,LOS ANGELES LAKERS,115,GOLDEN STATE WARRIORS,113
2024-12-26 03:30:00+00:00,DENVER NUGGETS,100,PHOENIX SUNS,110
2024-12-27 00:00:00+00:00,OKLAHOMA CITY THUNDER,120,INDIANA PACERS,114
2024-12-27 00:00:00+00:00,MIAMI HEAT,89,ORLANDO MAGIC,88
2024-12-27 00:00:00+00:00,CHARLOTTE HORNETS,110,WASHINGTON WIZARDS,113
2024-12-27 00:30:00+00:00,CHICAGO BULLS,133,ATLANTA HAWKS,141
2024-12-27 01:00:00+00:00,TORONTO RAPTORS,126,MEMPHIS GRIZZLIES,155
2024-12-27 01:00:00+00:00,BROOKLYN NETS,111,MILWAUKEE BUCKS,105
2024-12-27 01:00:00+00:00,HOUSTON ROCKETS,128,NEW ORLEANS PELICANS,111
2024-12-27 03:00:00+00:00,UTAH JAZZ,120,PORTLAND TRAIL BLAZERS,122
2024-12-27 03:00:00+00:00,DETROIT PISTONS,114,SACRAMENTO KINGS,113
2024-12-28 00:00:00+00:00,NEW YORK KNICKS,108,ORLANDO MAGIC,85
2024-12-28 00:30:00+00:00,INDIANA PACERS,105,BOSTON CELTICS,142
2024-12-28 00:30:00+00:00,SAN ANTONIO SPURS,96,BROOKLYN NETS,87
2024-12-28 01:00:00+00:00,MINNESOTA TIMBERWOLVES,113,HOUSTON ROCKETS,112
2024-12-28 01:00:00+00:00,MEMPHIS GRIZZLIES,132,NEW ORLEANS PELICANS,124
2024-12-28 02:00:00+00:00,CLEVELAND CAVALIERS,149,DENVER NUGGETS,135
2024-12-28 02:00:00+00:00,DALLAS MAVERICKS,98,PHOENIX SUNS,89
2024-12-28 03:00:00+00:00,GOLDEN STATE WARRIORS,92,LOS ANGELES CLIPPERS,102
2024-12-28 20:00:00+00:00,MIAMI HEAT,110,ATLANTA HAWKS,120
2024-12-28 23:00:00+00:00,OKLAHOMA CITY THUNDER,106,CHARLOTTE HORNETS,94
2024-12-29 00:00:00+00:00,NEW YORK KNICKS,136,WASHINGTON WIZARDS,132
2024-12-29 01:00:00+00:00,MILWAUKEE BUCKS,111,CHICAGO BULLS,116
2024-12-29 01:30:00+00:00,PHOENIX SUNS,105,GOLDEN STATE WARRIORS,109
2024-12-29 02:00:00+00:00,DETROIT PISTONS,121,DENVER NUGGETS,134
2024-12-29 02:30:00+00:00,PHILADELPHIA 76ERS,114,UTAH JAZZ,111
2024-12-29 03:00:00+00:00,DALLAS MAVERICKS,122,PORTLAND TRAIL BLAZERS,126
2024-12-29 03:30:00+00:00,SACRAMENTO KINGS,122,LOS ANGELES LAKERS,132
2024-12-29 20:30:00+00:00,BROOKLYN NETS,101,ORLANDO MAGIC,102
2024-12-29 23:00:00+00:00,INDIANA PACERS,123,BOSTON CELTICS,114
2024-12-29 23:00:00+00:00,ATLANTA HAWKS,136,TORONTO RAPTORS,107
2024-12-30 00:00:00+00:00,MIAMI HEAT,104,HOUSTON ROCKETS,100
2024-12-30 00:00:00+00:00,MEMPHIS GRIZZLIES,106,OKLAHOMA CITY THUNDER,130
2024-12-30 02:00:00+00:00,SAN ANTONIO SPURS,110,MINNESOTA TIMBERWOLVES,112
2024-12-31 00:00:00+00:00,CHICAGO BULLS,115,CHARLOTTE HORNETS,108
2024-12-31 00:00:00+00:00,NEW YORK KNICKS,126,WASHINGTON WIZARDS,106
2024-12-31 01:00:00+00:00,LOS ANGELES CLIPPERS,116,NEW ORLEANS PELICANS,113
2024-12-31 02:00:00+00:00,DENVER NUGGETS,132,UTAH JAZZ,121
2024-12-31 03:00:00+00:00,CLEVELAND CAVALIERS,113,GOLDEN STATE WARRIORS,95
2024-12-31 03:00:00+00:00,PHILADELPHIA 76ERS,125,PORTLAND TRAIL BLAZERS,103
2024-12-31 03:00:00+00:00,DALLAS MAVERICKS,100,SACRAMENTO KINGS,110
2024-12-31 20:00:00+00:00,TORONTO RAPTORS,71,BOSTON CELTICS,125
2024-12-31 20:00:00+00:00,MILWAUKEE BUCKS,120,INDIANA PACERS,112
2025-01-01 00:00:00+00:00,LOS ANGELES CLIPPERS,86,SAN ANTONIO SPURS,122
2025-01-01 01:00:00+00:00,MINNESOTA TIMBERWOLVES,105,OKLAHOMA CITY THUNDER,113
2025-01-01 02:00:00+00:00,CLEVELAND CAVALIERS,122,LOS ANGELES LAKERS,110
2025-01-01 02:00:00+00:00,MEMPHIS GRIZZLIES,117,PHOENIX SUNS,112
2025-01-02 00:00:00+00:00,ORLANDO MAGIC,96,DETROIT PISTONS,105
2025-01-02 00:00:00+00:00,CHICAGO BULLS,107,WASHINGTON WIZARDS,125
2025-01-02 00:30:00+00:00,NEW ORLEANS PELICANS,108,MIAMI HEAT,119
2025-01-02 00:30:00+00:00,UTAH JAZZ,103,NEW YORK KNICKS,119
2025-01-02 00:30:00+00:00,BROOKLYN NETS,113,TORONTO RAPTORS,130
2025-01-02 01:00:00+00:00,DALLAS MAVERICKS,99,HOUSTON ROCKETS,110
2025-01-02 02:00:00+00:00,ATLANTA HAWKS,120,DENVER NUGGETS,139
2025-01-02 03:00:00+00:00,PHILADELPHIA 76ERS,107,SACRAMENTO KINGS,113
2025-01-03 00:30:00+00:00,INDIANA PACERS,128,MIAMI HEAT,115
2025-01-03 00:30:00+00:00,BOSTON CELTICS,118,MINNESOTA TIMBERWOLVES,115
2025-01-03 01:00:00+00:00,BROOKLYN NETS,113,MILWAUKEE BUCKS,110
2025-01-03 01:00:00+00:00,LOS ANGELES CLIPPERS,98,OKLAHOMA CITY THUNDER,116
2025-01-03 03:00:00+00:00,PHILADELPHIA 76ERS,105,GOLDEN STATE WARRIORS,139
2025-01-03 03:30:00+00:00,PORTLAND TRAIL BLAZERS,106,LOS ANGELES LAKERS,114
2025-01-04 00:00:00+00:00,CHARLOTTE HORNETS,94,DETROIT PISTONS,98
2025-01-04 00:30:00+00:00,ORLANDO MAGIC,106,TORONTO RAPTORS,97
2025-01-04 01:00:00+00:00,BOSTON CELTICS,109,HOUSTON ROCKETS,86
2025-01-04 01:00:00+00:00,WASHINGTON WIZARDS,120,NEW ORLEANS PELICANS,132
2025-01-04 01:00:00+00:00,NEW YORK KNICKS,107,OKLAHOMA CITY THUNDER,117
2025-01-04 01:30:00+00:00,CLEVELAND CAVALIERS,134,DALLAS MAVERICKS,122
2025-01-04 02:00:00+00:00,SAN ANTONIO SPURS,113,DENVER NUGGETS,110
2025-01-04 03:00:00+00:00,MEMPHIS GRIZZLIES,133,SACRAMENTO KINGS,138
2025-01-04 03:30:00+00:00,ATLANTA HAWKS,102,LOS ANGELES LAKERS,119
2025-01-04 23:00:00+00:00,PHILADELPHIA 76ERS,123,BROOKLYN NETS,94
2025-01-05 00:00:00+00:00,MINNESOTA TIMBERWOLVES,105,DETROIT PISTONS,119
2025-01-05 00:00:00+00:00,PHOENIX SUNS,108,INDIANA PACERS,126
2025-01-05 01:00:00+00:00,NEW YORK KNICKS,126,CHICAGO BULLS,139
2025-01-05 01:00:00+00:00,UTAH JAZZ,136,MIAMI HEAT,100
2025-01-05 01:00:00+00:00,PORTLAND TRAIL BLAZERS,105,MILWAUKEE BUCKS,102
2025-01-05 01:00:00+00:00,DENVER NUGGETS,122,SAN ANTONIO SPURS,111
2025-01-05 01:30:00+00:00,MEMPHIS GRIZZLIES,113,GOLDEN STATE WARRIORS,121
2025-01-05 03:30:00+00:00,ATLANTA HAWKS,105,LOS ANGELES CLIPPERS,131
2025-01-05 20:30:00+00:00,BOSTON CELTICS,92,OKLAHOMA CITY THUNDER,105
2025-01-05 23:00:00+00:00,CHARLOTTE HORNETS,105,CLEVELAND CAVALIERS,115
2025-01-05 23:00:00+00:00,NEW ORLEANS PELICANS,110,WASHINGTON WIZARDS,98
2025-01-05 23:30:00+00:00,UTAH JAZZ,105,ORLANDO MAGIC,92
2025-01-06 00:00:00+00:00,LOS ANGELES LAKERS,115,HOUSTON ROCKETS,119
2025-01-06 01:30:00+00:00,SACRAMENTO KINGS,129,GOLDEN STATE WARRIORS,99
2025-01-07 00:00:00+00:00,PORTLAND TRAIL BLAZERS,115,DETROIT PISTONS,118
2025-01-07 00:00:00+00:00,PHOENIX SUNS,109,PHILADELPHIA 76ERS,99
2025-01-07 00:30:00+00:00,INDIANA PACERS,113,BROOKLYN NETS,99
2025-01-07 00:30:00+00:00,ORLANDO MAGIC,103,NEW YORK KNICKS,94
2025-01-07 00:30:00+00:00,MILWAUKEE BUCKS,128,TORONTO RAPTORS,104
