start_time,away_team,away_team_score,home_team,home_team_score
2025-01-07 01:00:00+00:00,SAN ANTONIO SPURS,110,CHICAGO BULLS,114
2025-01-07 01:00:00+00:00,DALLAS MAVERICKS,104,MEMPHIS GRIZZLIES,119
2025-01-07 01:00:00+00:00,LOS ANGELES CLIPPERS,106,MINNESOTA TIMBERWOLVES,108
2025-01-07 03:00:00+00:00,MIAMI HEAT,118,SACRAMENTO KINGS,123
2025-01-08 00:00:00+00:00,PHOENIX SUNS,104,CHARLOTTE HORNETS,115
2025-01-08 00:00:00+00:00,HOUSTON ROCKETS,135,WASHINGTON WIZARDS,112
2025-01-08 00:30:00+00:00,LOS ANGELES LAKERS,97,DALLAS MAVERICKS,118
2025-01-08 01:00:00+00:00,MINNESOTA TIMBERWOLVES,104,NEW ORLEANS PELICANS,97
2025-01-08 02:00:00+00:00,ATLANTA HAWKS,124,UTAH JAZZ,121
2025-01-08 03:00:00+00:00,BOSTON CELTICS,118,DENVER NUGGETS,106
2025-01-08 03:00:00+00:00,MIAMI HEAT,114,GOLDEN STATE WARRIORS,98
2025-01-09 00:00:00+00:00,OKLAHOMA CITY THUNDER,122,CLEVELAND CAVALIERS,129
2025-01-09 00:00:00+00:00,CHICAGO BULLS,113,INDIANA PACERS,129
2025-01-09 00:00:00+00:00,WASHINGTON WIZARDS,103,PHILADELPHIA 76ERS,109
2025-01-09 00:30:00+00:00,DETROIT PISTONS,113,BROOKLYN NETS,98
2025-01-09 00:30:00+00:00,TORONTO RAPTORS,98,NEW YORK KNICKS,112
2025-01-09 01:00:00+00:00,PORTLAND TRAIL BLAZERS,119,NEW ORLEANS PELICANS,100
2025-01-09 02:00:00+00:00,LOS ANGELES CLIPPERS,103,DENVER NUGGETS,126
2025-01-09 02:30:00+00:00,SAN ANTONIO SPURS,105,MILWAUKEE BUCKS,121
2025-01-10 00:00:00+00:00,TORONTO RAPTORS,126,CLEVELAND CAVALIERS,132
2025-01-10 00:00:00+00:00,GOLDEN STATE WARRIORS,107,DETROIT PISTONS,104
2025-01-10 00:00:00+00:00,MINNESOTA TIMBERWOLVES,104,ORLANDO MAGIC,89
2025-01-10 00:30:00+00:00,PORTLAND TRAIL BLAZERS,111,DALLAS MAVERICKS,117
2025-01-10 01:00:00+00:00,HOUSTON ROCKETS,119,MEMPHIS GRIZZLIES,115
2025-01-10 02:00:00+00:00,ATLANTA HAWKS,115,PHOENIX SUNS,123
2025-01-10 02:00:00+00:00,MIAMI HEAT,97,UTAH JAZZ,92
2025-01-11 00:00:00+00:00,GOLDEN STATE WARRIORS,96,INDIANA PACERS,108
2025-01-11 00:00:00+00:00,MILWAUKEE BUCKS,109,ORLANDO MAGIC,106
2025-01-11 00:00:00+00:00,NEW ORLEANS PELICANS,123,PHILADELPHIA 76ERS,115
2025-01-11 00:30:00+00:00,SACRAMENTO KINGS,114,BOSTON CELTICS,97
2025-01-11 00:30:00+00:00,OKLAHOMA CITY THUNDER,126,NEW YORK KNICKS,101
2025-01-11 01:00:00+00:00,WASHINGTON WIZARDS,105,CHICAGO BULLS,138
2025-01-11 02:00:00+00:00,BROOKLYN NETS,105,DENVER NUGGETS,124
2025-01-11 22:00:00+00:00,UTAH JAZZ,106,PHOENIX SUNS,114
2025-01-12 00:00:00+00:00,TORONTO RAPTORS,114,DETROIT PISTONS,123
2025-01-12 01:00:00+00:00,MEMPHIS GRIZZLIES,127,MINNESOTA TIMBERWOLVES,125
2025-01-12 03:00:00+00:00,MIAMI HEAT,119,PORTLAND TRAIL BLAZERS,98
2025-01-12 20:00:00+00:00,DENVER NUGGETS,112,DALLAS MAVERICKS,101
2025-01-12 20:00:00+00:00,MILWAUKEE BUCKS,106,NEW YORK KNICKS,140
2025-01-12 20:30:00+00:00,SACRAMENTO KINGS,124,CHICAGO BULLS,119
2025-01-12 23:00:00+00:00,NEW ORLEANS PELICANS,119,BOSTON CELTICS,120
2025-01-12 23:00:00+00:00,INDIANA PACERS,108,CLEVELAND CAVALIERS,93
2025-01-12 23:00:00+00:00,PHILADELPHIA 76ERS,99,ORLANDO MAGIC,104
2025-01-12 23:00:00+00:00,OKLAHOMA CITY THUNDER,136,WASHINGTON WIZARDS,95
2025-01-13 01:00:00+00:00,BROOKLYN NETS,111,UTAH JAZZ,112
2025-01-13 02:00:00+00:00,CHARLOTTE HORNETS,113,PHOENIX SUNS,120
2025-01-14 00:00:00+00:00,MINNESOTA TIMBERWOLVES,120,WASHINGTON WIZARDS,106
2025-01-14 00:30:00+00:00,DETROIT PISTONS,124,NEW YORK KNICKS,119
2025-01-14 00:30:00+00:00,GOLDEN STATE WARRIORS,101,TORONTO RAPTORS,104
2025-01-14 01:00:00+00:00,MEMPHIS GRIZZLIES,118,HOUSTON ROCKETS,120
2025-01-14 03:30:00+00:00,MIAMI HEAT,98,LOS ANGELES CLIPPERS,109
2025-01-14 03:30:00+00:00,SAN ANTONIO SPURS,126,LOS ANGELES LAKERS,102
2025-01-15 00:00:00+00:00,CLEVELAND CAVALIERS,127,INDIANA PACERS,117
2025-01-15 00:00:00+00:00,OKLAHOMA CITY THUNDER,118,PHILADELPHIA 76ERS,102
2025-01-15 00:30:00+00:00,PHOENIX SUNS,117,ATLANTA HAWKS,122
2025-01-15 01:00:00+00:00,NEW ORLEANS PELICANS,119,CHICAGO BULLS,113
2025-01-15 01:00:00+00:00,SACRAMENTO KINGS,115,MILWAUKEE BUCKS,130
2025-01-15 02:30:00+00:00,DENVER NUGGETS,118,DALLAS MAVERICKS,99
2025-01-15 03:00:00+00:00,BROOKLYN NETS,132,PORTLAND TRAIL BLAZERS,114
2025-01-16 00:00:00+00:00,NEW YORK KNICKS,125,PHILADELPHIA 76ERS,119
2025-01-16 00:30:00+00:00,BOSTON CELTICS,97,TORONTO RAPTORS,110
2025-01-16 01:00:00+00:00,ATLANTA HAWKS,110,CHICAGO BULLS,94
2025-01-16 01:00:00+00:00,ORLANDO MAGIC,93,MILWAUKEE BUCKS,122
2025-01-16 01:00:00+00:00,DALLAS MAVERICKS,116,NEW ORLEANS PELICANS,119
2025-01-16 01:00:00+00:00,MEMPHIS GRIZZLIES,129,SAN ANTONIO SPURS,115
2025-01-16 02:00:00+00:00,HOUSTON ROCKETS,128,DENVER NUGGETS,108
2025-01-16 02:00:00+00:00,CHARLOTTE HORNETS,117,UTAH JAZZ,112
2025-01-16 02:30:00+00:00,GOLDEN STATE WARRIORS,116,MINNESOTA TIMBERWOLVES,115
2025-01-16 03:00:00+00:00,MIAMI HEAT,108,LOS ANGELES LAKERS,117
2025-01-16 03:30:00+00:00,BROOKLYN NETS,67,LOS ANGELES CLIPPERS,126
2025-01-17 00:00:00+00:00,INDIANA PACERS,111,DETROIT PISTONS,100
2025-01-17 00:00:00+00:00,PHOENIX SUNS,130,WASHINGTON WIZARDS,123
2025-01-17 00:30:00+00:00,CLEVELAND CAVALIERS,114,OKLAHOMA CITY THUNDER,134
2025-01-17 03:00:00+00:00,LOS ANGELES CLIPPERS,118,PORTLAND TRAIL BLAZERS,89
2025-01-17 03:00:00+00:00,HOUSTON ROCKETS,127,SACRAMENTO KINGS,132
2025-01-18 00:00:00+00:00,ORLANDO MAGIC,94,BOSTON CELTICS,121
2025-01-18 00:30:00+00:00,MINNESOTA TIMBERWOLVES,116,NEW YORK KNICKS,99
2025-01-18 01:00:00+00:00,CHARLOTTE HORNETS,125,CHICAGO BULLS,123
2025-01-18 01:00:00+00:00,DENVER NUGGETS,133,MIAMI HEAT,113
2025-01-18 01:00:00+00:00,TORONTO RAPTORS,112,MILWAUKEE BUCKS,130
2025-01-18 01:00:00+00:00,UTAH JAZZ,123,NEW ORLEANS PELICANS,136
2025-01-18 01:30:00+00:00,OKLAHOMA CITY THUNDER,98,DALLAS MAVERICKS,106
2025-01-18 02:30:00+00:00,MEMPHIS GRIZZLIES,140,SAN ANTONIO SPURS,112
2025-01-18 03:30:00+00:00,BROOKLYN NETS,101,LOS ANGELES LAKERS,102
2025-01-18 21:00:00+00:00,PHOENIX SUNS,125,DETROIT PISTONS,121
2025-01-19 00:00:00+00:00,ATLANTA HAWKS,119,BOSTON CELTICS,115
2025-01-19 00:00:00+00:00,PHILADELPHIA 76ERS,102,INDIANA PACERS,115
2025-01-19 01:30:00+00:00,WASHINGTON WIZARDS,114,GOLDEN STATE WARRIORS,122
2025-01-19 02:00:00+00:00,CLEVELAND CAVALIERS,124,MINNESOTA TIMBERWOLVES,117
2025-01-19 03:00:00+00:00,HOUSTON ROCKETS,125,PORTLAND TRAIL BLAZERS,103
2025-01-19 20:00:00+00:00,SAN ANTONIO SPURS,107,MIAMI HEAT,128
2025-01-19 23:00:00+00:00,DENVER NUGGETS,113,ORLANDO MAGIC,100
2025-01-20 00:00:00+00:00,PHILADELPHIA 76ERS,109,MILWAUKEE BUCKS,123
2025-01-20 00:00:00+00:00,BROOKLYN NETS,101,OKLAHOMA CITY THUNDER,127
2025-01-20 02:00:00+00:00,LOS ANGELES LAKERS,102,LOS ANGELES CLIPPERS,116
2025-01-20 02:00:00+00:00,CHICAGO BULLS,102,PORTLAND TRAIL BLAZERS,113
2025-01-20 02:00:00+00:00,WASHINGTON WIZARDS,100,SACRAMENTO KINGS,123
2025-01-20 17:00:00+00:00,DALLAS MAVERICKS,105,CHARLOTTE HORNETS,110
2025-01-20 19:00:00+00:00,DETROIT PISTONS,107,HOUSTON ROCKETS,96
2025-01-20 19:30:00+00:00,MINNESOTA TIMBERWOLVES,106,MEMPHIS GRIZZLIES,108
2025-01-20 20:00:00+00:00,ATLANTA HAWKS,110,NEW YORK KNICKS,119
2025-01-20 20:30:00+00:00,PHOENIX SUNS,92,CLEVELAND CAVALIERS,118
2025-01-20 22:00:00+00:00,BOSTON CELTICS,125,GOLDEN STATE WARRIORS,85
2025-01-21 01:00:00+00:00,UTAH JAZZ,119,NEW ORLEANS PELICANS,123
2025-01-21 03:30:00+00:00,CHICAGO BULLS,112,LOS ANGELES CLIPPERS,99
2025-01-22 00:30:00+00:00,NEW YORK KNICKS,99,BROOKLYN NETS,95
2025-01-22 00:30:00+00:00,PORTLAND TRAIL BLAZERS,116,MIAMI HEAT,107
2025-01-22 00:30:00+00:00,ORLANDO MAGIC,93,TORONTO RAPTORS,109
2025-01-22 03:00:00+00:00,PHILADELPHIA 76ERS,109,DENVER NUGGETS,144
2025-01-22 03:30:00+00:00,WASHINGTON WIZARDS,88,LOS ANGELES LAKERS,111
2025-01-23 00:30:00+00:00,DETROIT PISTONS,114,ATLANTA HAWKS,104
2025-01-23 00:30:00+00:00,PHOENIX SUNS,108,BROOKLYN NETS,84
2025-01-23 00:30:00+00:00,MINNESOTA TIMBERWOLVES,115,DALLAS MAVERICKS,114
2025-01-23 01:00:00+00:00,CLEVELAND CAVALIERS,108,HOUSTON ROCKETS,109
2025-01-23 01:00:00+00:00,CHARLOTTE HORNETS,120,MEMPHIS GRIZZLIES,132
2025-01-23 01:00:00+00:00,UTAH JAZZ,114,OKLAHOMA CITY THUNDER,123
2025-01-23 03:00:00+00:00,GOLDEN STATE WARRIORS,117,SACRAMENTO KINGS,123
2025-01-23 03:30:00+00:00,BOSTON CELTICS,117,LOS ANGELES CLIPPERS,113
2025-01-23 19:00:00+00:00,SAN ANTONIO SPURS,140,INDIANA PACERS,110
2025-01-24 00:00:00+00:00,PORTLAND TRAIL BLAZERS,101,ORLANDO MAGIC,79
2025-01-24 00:30:00+00:00,TORONTO RAPTORS,122,ATLANTA HAWKS,119
2025-01-24 01:00:00+00:00,DALLAS MAVERICKS,121,OKLAHOMA CITY THUNDER,115
2025-01-24 01:30:00+00:00,MIAMI HEAT,96,MILWAUKEE BUCKS,125
2025-01-24 02:00:00+00:00,SACRAMENTO KINGS,123,DENVER NUGGETS,132
2025-01-24 03:00:00+00:00,CHICAGO BULLS,106,GOLDEN STATE WARRIORS,131
2025-01-24 03:00:00+00:00,BOSTON CELTICS,96,LOS ANGELES LAKERS,117
2025-01-24 03:30:00+00:00,WASHINGTON WIZARDS,93,LOS ANGELES CLIPPERS,110
2025-01-25 00:00:00+00:00,PORTLAND TRAIL BLAZERS,102,CHARLOTTE HORNETS,97
2025-01-25 00:00:00+00:00,CLEVELAND CAVALIERS,129,PHILADELPHIA 76ERS,132
2025-01-25 01:00:00+00:00,NEW ORLEANS PELICANS,126,MEMPHIS GRIZZLIES,139
2025-01-25 17:00:00+00:00,INDIANA PACERS,136,SAN ANTONIO SPURS,98
2025-01-25 20:00:00+00:00,DENVER NUGGETS,104,MINNESOTA TIMBERWOLVES,133
2025-01-25 22:30:00+00:00,BOSTON CELTICS,122,DALLAS MAVERICKS,107
2025-01-25 23:00:00+00:00,MIAMI HEAT,106,BROOKLYN NETS,97
2025-01-26 00:00:00+00:00,NEW ORLEANS PELICANS,92,CHARLOTTE HORNETS,123
2025-01-26 00:00:00+00:00,DETROIT PISTONS,113,ORLANDO MAGIC,121
2025-01-26 00:30:00+00:00,TORONTO RAPTORS,117,ATLANTA HAWKS,94
2025-01-26 00:30:00+00:00,HOUSTON ROCKETS,135,CLEVELAND CAVALIERS,131
2025-01-26 00:30:00+00:00,SACRAMENTO KINGS,120,NEW YORK KNICKS,143
2025-01-26 01:00:00+00:00,PHILADELPHIA 76ERS,109,CHICAGO BULLS,97
2025-01-26 01:00:00+00:00,UTAH JAZZ,103,MEMPHIS GRIZZLIES,125
2025-01-26 01:30:00+00:00,LOS ANGELES LAKERS,118,GOLDEN STATE WARRIORS,108
2025-01-26 02:00:00+00:00,WASHINGTON WIZARDS,109,PHOENIX SUNS,119
2025-01-26 03:30:00+00:00,MILWAUKEE BUCKS,117,LOS ANGELES CLIPPERS,127
2025-01-26 23:00:00+00:00,OKLAHOMA CITY THUNDER,118,PORTLAND TRAIL BLAZERS,108
2025-01-28 00:00:00+00:00,LOS ANGELES LAKERS,112,CHARLOTTE HORNETS,107
2025-01-28 00:00:00+00:00,DETROIT PISTONS,91,CLEVELAND CAVALIERS,110
2025-01-28 00:30:00+00:00,HOUSTON ROCKETS,114,BOSTON CELTICS,112
2025-01-28 00:30:00+00:00,SACRAMENTO KINGS,110,BROOKLYN NETS,96
2025-01-28 00:30:00+00:00,ORLANDO MAGIC,119,MIAMI HEAT,125
2025-01-28 00:30:00+00:00,MEMPHIS GRIZZLIES,106,NEW YORK KNICKS,143
2025-01-28 00:30:00+00:00,NEW ORLEANS PELICANS,104,TORONTO RAPTORS,113
2025-01-28 01:00:00+00:00,DENVER NUGGETS,121,CHICAGO BULLS,129
2025-01-28 01:00:00+00:00,ATLANTA HAWKS,92,MINNESOTA TIMBERWOLVES,100
2025-01-28 01:30:00+00:00,WASHINGTON WIZARDS,108,DALLAS MAVERICKS,130
2025-01-28 02:00:00+00:00,MILWAUKEE BUCKS,125,UTAH JAZZ,110
2025-01-28 02:30:00+00:00,LOS ANGELES CLIPPERS,109,PHOENIX SUNS,111
2025-01-29 00:30:00+00:00,HOUSTON ROCKETS,100,ATLANTA HAWKS,96
2025-01-29 00:30:00+00:00,LOS ANGELES LAKERS,104,PHILADELPHIA 76ERS,118
2025-01-29 03:00:00+00:00,UTAH JAZZ,103,GOLDEN STATE WARRIORS,114
2025-01-29 03:00:00+00:00,MILWAUKEE BUCKS,112,PORTLAND TRAIL BLAZERS,125
2025-01-30 00:00:00+00:00,BROOKLYN NETS,104,CHARLOTTE HORNETS,83
2025-01-30 00:00:00+00:00,DETROIT PISTONS,119,INDIANA PACERS,133
2025-01-30 00:00:00+00:00,TORONTO RAPTORS,106,WASHINGTON WIZARDS,82
2025-01-30 00:30:00+00:00,CHICAGO BULLS,100,BOSTON CELTICS,122
2025-01-30 00:30:00+00:00,CLEVELAND CAVALIERS,126,MIAMI HEAT,106
2025-01-30 00:30:00+00:00,DENVER NUGGETS,112,NEW YORK KNICKS,122
2025-01-30 00:30:00+00:00,SACRAMENTO KINGS,104,PHILADELPHIA 76ERS,117
2025-01-30 01:00:00+00:00,DALLAS MAVERICKS,137,NEW ORLEANS PELICANS,136
2025-01-30 01:00:00+00:00,LOS ANGELES CLIPPERS,128,SAN ANTONIO SPURS,116
2025-01-30 02:00:00+00:00,MINNESOTA TIMBERWOLVES,121,PHOENIX SUNS,113
2025-01-30 03:00:00+00:00,OKLAHOMA CITY THUNDER,109,GOLDEN STATE WARRIORS,116
2025-01-31 00:00:00+00:00,ATLANTA HAWKS,115,CLEVELAND CAVALIERS,137
2025-01-31 00:00:00+00:00,LOS ANGELES LAKERS,134,WASHINGTON WIZARDS,96
2025-01-31 02:00:00+00:00,MINNESOTA TIMBERWOLVES,138,UTAH JAZZ,113
2025-01-31 02:30:00+00:00,HOUSTON ROCKETS,119,MEMPHIS GRIZZLIES,120
2025-01-31 03:00:00+00:00,ORLANDO MAGIC,90,PORTLAND TRAIL BLAZERS,119
2025-02-01 00:00:00+00:00,LOS ANGELES CLIPPERS,112,CHARLOTTE HORNETS,104
2025-02-01 00:00:00+00:00,DALLAS MAVERICKS,102,DETROIT PISTONS,117
2025-02-01 00:30:00+00:00,DENVER NUGGETS,137,PHILADELPHIA 76ERS,134
2025-02-01 00:30:00+00:00,CHICAGO BULLS,122,TORONTO RAPTORS,106
2025-02-01 01:00:00+00:00,BOSTON CELTICS,118,NEW ORLEANS PELICANS,116
2025-02-01 01:00:00+00:00,MILWAUKEE BUCKS,118,SAN ANTONIO SPURS,144
2025-02-01 03:00:00+00:00,PHOENIX SUNS,130,GOLDEN STATE WARRIORS,105
2025-02-01 22:00:00+00:00,ATLANTA HAWKS,127,INDIANA PACERS,132
2025-02-01 22:00:00+00:00,ORLANDO MAGIC,99,UTAH JAZZ,113
2025-02-02 00:00:00+00:00,DENVER NUGGETS,107,CHARLOTTE HORNETS,104
2025-02-02 01:00:00+00:00,BROOKLYN NETS,110,HOUSTON ROCKETS,98
2025-02-02 01:00:00+00:00,WASHINGTON WIZARDS,105,MINNESOTA TIMBERWOLVES,103
2025-02-02 01:00:00+00:00,SACRAMENTO KINGS,110,OKLAHOMA CITY THUNDER,144
2025-02-02 01:30:00+00:00,LOS ANGELES LAKERS,128,NEW YORK KNICKS,112
2025-02-02 01:30:00+00:00,MIAMI HEAT,105,SAN ANTONIO SPURS,103
2025-02-02 03:00:00+00:00,PHOENIX SUNS,108,PORTLAND TRAIL BLAZERS,127
2025-02-02 20:00:00+00:00,CHICAGO BULLS,119,DETROIT PISTONS,127
2025-02-02 20:30:00+00:00,DALLAS MAVERICKS,101,CLEVELAND CAVALIERS,144
2025-02-02 20:30:00+00:00,LOS ANGELES CLIPPERS,108,TORONTO RAPTORS,115
2025-02-02 23:00:00+00:00,BOSTON CELTICS,118,PHILADELPHIA 76ERS,110
2025-02-03 01:30:00+00:00,MEMPHIS GRIZZLIES,132,MILWAUKEE BUCKS,119
2025-02-04 00:00:00+00:00,WASHINGTON WIZARDS,124,CHARLOTTE HORNETS,114
2025-02-04 00:00:00+00:00,ATLANTA HAWKS,132,DETROIT PISTONS,130
2025-02-04 00:30:00+00:00,HOUSTON ROCKETS,118,NEW YORK KNICKS,124
2025-02-04 01:00:00+00:00,SAN ANTONIO SPURS,109,MEMPHIS GRIZZLIES,128
2025-02-04 01:00:00+00:00,SACRAMENTO KINGS,116,MINNESOTA TIMBERWOLVES,114
2025-02-04 01:00:00+00:00,MILWAUKEE BUCKS,96,OKLAHOMA CITY THUNDER,125
2025-02-04 02:00:00+00:00,NEW ORLEANS PELICANS,113,DENVER NUGGETS,125
2025-02-04 02:00:00+00:00,INDIANA PACERS,112,UTAH JAZZ,111
2025-02-04 03:00:00+00:00,ORLANDO MAGIC,99,GOLDEN STATE WARRIORS,104
2025-02-04 03:00:00+00:00,PHOENIX SUNS,119,PORTLAND TRAIL BLAZERS,121
2025-02-05 00:00:00+00:00,DALLAS MAVERICKS,116,PHILADELPHIA 76ERS,118
2025-02-05 00:30:00+00:00,HOUSTON ROCKETS,97,BROOKLYN NETS,99
2025-02-05 00:30:00+00:00,BOSTON CELTICS,112,CLEVELAND CAVALIERS,105
2025-02-05 00:30:00+00:00,NEW YORK KNICKS,121,TORONTO RAPTORS,115
2025-02-05 01:00:00+00:00,MIAMI HEAT,124,CHICAGO BULLS,133
2025-02-05 03:00:00+00:00,LOS ANGELES LAKERS,122,LOS ANGELES CLIPPERS,97
2025-02-05 03:00:00+00:00,INDIANA PACERS,89,PORTLAND TRAIL BLAZERS,112
2025-02-06 00:00:00+00:00,SAN ANTONIO SPURS,126,ATLANTA HAWKS,125
2025-02-06 00:00:00+00:00,MILWAUKEE BUCKS,112,CHARLOTTE HORNETS,102
2025-02-06 00:00:00+00:00,CLEVELAND CAVALIERS,118,DETROIT PISTONS,115
2025-02-06 00:30:00+00:00,WASHINGTON WIZARDS,119,BROOKLYN NETS,102
2025-02-06 00:30:00+00:00,MIAMI HEAT,108,PHILADELPHIA 76ERS,101
2025-02-06 00:30:00+00:00,MEMPHIS GRIZZLIES,138,TORONTO RAPTORS,107
2025-02-06 01:00:00+00:00,CHICAGO BULLS,108,MINNESOTA TIMBERWOLVES,127
2025-02-06 02:00:00+00:00,NEW ORLEANS PELICANS,119,DENVER NUGGETS,144
2025-02-06 02:00:00+00:00,GOLDEN STATE WARRIORS,128,UTAH JAZZ,131
2025-02-06 02:30:00+00:00,PHOENIX SUNS,109,OKLAHOMA CITY THUNDER,140
2025-02-06 03:00:00+00:00,ORLANDO MAGIC,130,SACRAMENTO KINGS,111
2025-02-07 00:30:00+00:00,DALLAS MAVERICKS,127,BOSTON CELTICS,120
2025-02-07 01:00:00+00:00,HOUSTON ROCKETS,114,MINNESOTA TIMBERWOLVES,127
2025-02-07 02:00:00+00:00,ORLANDO MAGIC,90,DENVER NUGGETS,112
2025-02-07 03:00:00+00:00,GOLDEN STATE WARRIORS,112,LOS ANGELES LAKERS,120
2025-02-07 03:00:00+00:00,SACRAMENTO KINGS,102,PORTLAND TRAIL BLAZERS,108
2025-02-07 03:30:00+00:00,INDIANA PACERS,119,LOS ANGELES CLIPPERS,112
2025-02-08 00:00:00+00:00,SAN ANTONIO SPURS,116,CHARLOTTE HORNETS,117
2025-02-08 00:00:00+00:00,CLEVELAND CAVALIERS,134,WASHINGTON WIZARDS,124
2025-02-08 00:30:00+00:00,MILWAUKEE BUCKS,110,ATLANTA HAWKS,115
2025-02-08 00:30:00+00:00,MIAMI HEAT,86,BROOKLYN NETS,102
2025-02-08 00:30:00+00:00,PHILADELPHIA 76ERS,112,DETROIT PISTONS,125
2025-02-08 01:00:00+00:00,TORONTO RAPTORS,109,OKLAHOMA CITY THUNDER,121
2025-02-08 03:00:00+00:00,UTAH JAZZ,127,PHOENIX SUNS,135
2025-02-08 20:00:00+00:00,HOUSTON ROCKETS,105,DALLAS MAVERICKS,116
2025-02-08 21:00:00+00:00,INDIANA PACERS,117,LOS ANGELES LAKERS,124
2025-02-09 00:00:00+00:00,SAN ANTONIO SPURS,111,ORLANDO MAGIC,112
2025-02-09 00:00:00+00:00,ATLANTA HAWKS,125,WASHINGTON WIZARDS,111
2025-02-09 01:00:00+00:00,GOLDEN STATE WARRIORS,132,CHICAGO BULLS,111
2025-02-09 01:00:00+00:00,OKLAHOMA CITY THUNDER,125,MEMPHIS GRIZZLIES,112
2025-02-09 01:00:00+00:00,PORTLAND TRAIL BLAZERS,98,MINNESOTA TIMBERWOLVES,114
2025-02-09 01:30:00+00:00,BOSTON CELTICS,131,NEW YORK KNICKS,104
2025-02-09 02:00:00+00:00,DENVER NUGGETS,122,PHOENIX SUNS,105
2025-02-09 03:00:00+00:00,NEW ORLEANS PELICANS,118,SACRAMENTO KINGS,123
2025-02-09 03:30:00+00:00,UTAH JAZZ,110,LOS ANGELES CLIPPERS,130
2025-02-09 18:00:00+00:00,CHARLOTTE HORNETS,102,DETROIT PISTONS,112
2025-02-09 19:00:00+00:00,TORONTO RAPTORS,87,HOUSTON ROCKETS,94
2025-02-09 19:00:00+00:00,PHILADELPHIA 76ERS,127,MILWAUKEE BUCKS,135
2025-02-11 00:00:00+00:00,MINNESOTA TIMBERWOLVES,107,CLEVELAND CAVALIERS,128
2025-02-11 00:00:00+00:00,ATLANTA HAWKS,112,ORLANDO MAGIC,106
2025-02-11 00:00:00+00:00,SAN ANTONIO SPURS,131,WASHINGTON WIZARDS,121
2025-02-11 00:30:00+00:00,CHARLOTTE HORNETS,89,BROOKLYN NETS,97
2025-02-11 00:30:00+00:00,BOSTON CELTICS,103,MIAMI HEAT,85
2025-02-11 01:00:00+00:00,GOLDEN STATE WARRIORS,125,MILWAUKEE BUCKS,111
2025-02-11 01:00:00+00:00,NEW ORLEANS PELICANS,101,OKLAHOMA CITY THUNDER,137
2025-02-11 01:30:00+00:00,SACRAMENTO KINGS,129,DALLAS MAVERICKS,128
2025-02-11 02:00:00+00:00,PORTLAND TRAIL BLAZERS,117,DENVER NUGGETS,146
2025-02-11 03:30:00+00:00,UTAH JAZZ,113,LOS ANGELES LAKERS,132
2025-02-12 00:00:00+00:00,TORONTO RAPTORS,106,PHILADELPHIA 76ERS,103
